,CUSIP,SYMBOL,YTD_FTD_SUM,sharesOutstanding,YTD_PCT_OUTSTANDING
0,33734X838,FTRI,1575244,2812351,56.01164292792756
1,33734X846,CIBR,6669335,99178767,6.7245593000768
2,33734X853,FPXI,5753968,18575669,30.975831879863925
3,33735T109,FDD,8263759,21077401,39.20672667374882
4,33737A108,GRID,2286650,6097846,37.49930713238741
5,33737K205,NXTG,2585168,14446834,17.894356645892103
6,33738G104,FEN,459518,19476595,2.3593343703044605
7,33738R506,RDVY,25509047,121049722,21.073197508045496
8,33738R704,AIRR,2537856,5558037,45.66101305191023
9,33738R720,ROBT,1467343,5088016,28.839197832711218
10,33738R738,RNDV,110804,674346,16.431327538088755
11,33738R795,FTXR,9054124,35713015,25.352449240143965
12,33739E108,FPE,6270186,372351149,1.6839443135436651
13,33739N108,FMB,1960828,43494852,4.5081840949820915
14,33739P301,FMHI,1020613,5714168,17.861095438566036
15,33739P830,FSMB,2470312,7401707,33.374895817951185
16,33739P855,FPEI,3310788,22549402,14.68237605591492
17,33739P863,FCAL,579860,2126766,27.264870700396752
18,33739Q200,LMBS,2715787,135196054,2.0087768242111563
19,33740F409,FCEF,357510,1514119,23.611750463470838
20,33740F508,MCEF,386730,924534,41.829721784163695
21,33740F755,BUFR,10502938,16947292,61.974137224991466
22,33740F789,MMLG,1737058,6301926,27.563922521464075
23,33740F805,FIXD,3364435,101172673,3.3254384808040016
24,33740F862,FAUG,1807549,5341691,33.838516679456
25,33740F888,UCON,2444342,24927147,9.805943696645269
26,33741Q107,FTHY,1493030,37244101,4.008769066542913
27,33741X102,SDVY,4793241,7400618,64.76811801392802
28,33741X201,LEGR,1822468,3190739,57.117426401846096
29,33812R109,FCUUF,11522719,652056139,1.7671360348928484
