,CUSIP,SYMBOL,YTD_FTD_SUM,sharesOutstanding,YTD_PCT_OUTSTANDING
0,36162J106,GEO,10073470,125889757,8.001818607053153
1,37954Y707,RNRG,3117306,8992800,34.66446490525754
2,39342L108,GTBIF,5187770,194575342,2.6662011469058604
3,43366H100,HVBT,13827004,386785731,3.574848525112732
4,46138E131,XSHD,646325,920120,70.24355518845368
5,46138E206,PWZ,944915,19307888,4.893932469465329
6,46138E842,DWAS,1595066,5590578,28.531325383529214
7,464286178,GHYG,1432154,4203790,34.06816230116157
8,46435G433,SMMV,960532,22867265,4.200467349287289
9,46583A105,IVDA,1156324,74073577,1.561047875411768
10,47010C409,JAGXXXXX,20031495,0.01,200314950000.0
11,500767710,KSCD,421676,1218775,34.5983467005805
