,CUSIP,SYMBOL,YTD_FTD_SUM,sharesOutstanding,YTD_PCT_OUTSTANDING
0,670002401,NVAX,2457406,77714340,3.162101100002908
1,67058H409,NSPRC,89152,0.01,891520000.0
2,67059N108,NTNX,2333016,209497585,1.113624293091493
3,67062M105,NNY,248692,0,inf
4,67080M103,NRIX,1357659,46274095,2.9339504100512395
5,670851500,OIBRC,64816641,0.01,648166410000.0
6,67092P201,NULG,5495892,12654016,43.43199818934953
7,67092P300,NULV,10895519,30171978,36.11138454363184
8,67092P805,NUDM,1358144,4725134,28.742973215151146
9,67092P854,NUHY,753017,4273170,17.62197619097766
10,67092P862,NULC,186830,662897,28.183865668422094
11,67092P888,NUEM,2156468,3291198,65.52228094450714
12,67110P100,OUSM,995303,4395349,22.644458949676125
13,67110P407,OUSA,2584856,17022307,15.185109750399873
14,67110P506,OEUR,652681,1424377,45.822208586631206
15,67181A107,OSH,2495652,244769328,1.0195934353343488
16,679295105,OKTA,1719251,149749109,1.1480876323611382
17,68217M107,OMQS,975337,7431921,13.123619048157268
18,682310875,ONCY,3052372,57553794,5.303511354959501
19,68235C107,OCX,1489779,94240290,1.5808302372583956
20,683373104,OTRK,1815057,19832578,9.151896440291322
21,683715106,OTEX,2798819,279476210,1.0014516083497769
22,68373L307,OPGN,8395123,38396870,21.86408162957033
23,68375N103,OPK,13527829,706930525,1.9136009157335512
