,CUSIP,SYMBOL,YTD_FTD_SUM,sharesOutstanding,YTD_PCT_OUTSTANDING
0,28252C109,GOED,9621855,108834018,8.840852498894233
1,284849205,SOLO,25765784,115411005,22.325240127663733
2,29014R103,ELOX,1860857,86305209,2.156135210795909
3,290257104,BABYF,5432396,98047575,5.540571503170781
4,29076N206,EMAN,8582854,73613874,11.659288573781621
5,29082A107,ERJ,3673559,193276978,1.9006707565553929
6,29250N105,ENB,21059564,2029918694,1.0374584983254507
7,29258Y103,EXK,11964986,178788796,6.692245972728626
8,292671708,UUUU,10737545,138022013,7.779588752991162
9,29268T409,EFOI,2569242,5146742,49.919774490347486
10,29272C103,WATT,15622789,64332409,24.284476895618816
11,292766102,ERF,3919477,265457227,1.4765003930369542
12,29350E104,ENOB,3770048,53744312,7.0147851180977066
