,CUSIP,SYMBOL,YTD_FTD_SUM,sharesOutstanding,YTD_PCT_OUTSTANDING
0,248356107,DNN,104919034,812056186,12.920169294788181
1,25179M103,DVN,27101450,688559676,3.935962407418119
2,253393102,DKS,2209691,65297735,3.384023963465195
3,25381D107,HSSHF,10235482,78645776,13.014662097046381
4,25401G106,DMS,3849222,36629611,10.508498165596135
5,25459W458,SOXL,6135527,94423237,6.497899452440928
6,25459W540,TMF,17804389,13402642,132.84238286749732
7,25459W847,TNA,15321255,18821331,81.40367437350737
8,25459W862,SPXL,6179776,27671374,22.332739964412323
9,25459Y207,QQQE,1047248,4957111,21.126176113466087
10,25459Y694,FAS,3941654,26624264,14.804743522675407
11,25459Y876,CURE,130339,1989193,6.552355653775174
12,25460E141,DRV,2006611,4472530,44.865232877141125
13,25460E307,COM,2192087,7319053,29.950418448944145
14,25460E364,WEBL,256573,1100791,23.30805756951138
15,25460E505,CWEB,508214,14774840,3.439725912429509
16,25460E646,PILL,485124,1595654,30.40283169158226
17,25460E679,TPOR,1008333,2553897,39.48213259970939
18,25460E737,DUSL,812946,1661239,48.93612538593183
19,25460G500,GUSH,4206635,9243784,45.50771632050251
20,25460G708,BRZU,1100917,2105571,52.2859119925189
21,25460G781,NUGT,8306442,17781611,46.713663908180195
22,25460G807,JDST,28221811,4922163,573.3619752129298
23,25460G831,JNUG,4681628,8927771,52.43893464561311
24,25460G849,TMV,7874231,5643696,139.52259299579566
25,25460G856,HIBL,595916,1668627,35.71295442300766
26,25460G864,DPST,1830580,2189973,83.58915840514929
27,25460G872,TECS,9050219,15307838,59.12147097454259
28,25470F104,DISCA,22026407,169585146,12.988405835968674
29,25490H106,DRTT,11798330,86095352,13.703794369758777
30,25490K281,EDC,2668423,2123991,125.63250032603716
31,25490K596,NAIL,934705,5661495,16.509861794455354
