,CUSIP,SYMBOL,YTD_FTD_SUM,sharesOutstanding,YTD_PCT_OUTSTANDING
0,68386M102,OPTI,80477387,2274546839,3.5381723348190857
1,68571X103,ORC,14439133,140250174,10.29526922369451
2,686688102,ORA,1135536,57169135,1.9862745868028264
3,69012T206,OTLK,6604874,176899030,3.733697126547274
4,690370101,OSTK,2357583,44911945,5.24934513524186
5,690469101,OVID,3238308,68759412,4.709621426082003
6,69047Q102,OVV,4227164,261233736,1.6181539431798349
7,69290Y109,PAE,2216046,95013580,2.3323465971916857
8,69374H675,TRND,1019047,2044104,49.85299182429074
9,69374H691,SZNE,200605,2181198,9.197010083449554
10,69374H717,ALTL,2246911,4641260,48.41165976480525
11,69374H766,INDS,2714692,6068043,44.73752081189932
12,69374H816,PALC,1268579,2748995,46.147010089141666
13,69374H857,CALF,5315737,10914167,48.70492635855764
14,69374H865,ECOW,667542,367304,181.74101017141115
15,697900108,PAAS,2197857,215623806,1.0193016442720615
