,CUSIP,SYMBOL,YTD_FTD_SUM,sharesOutstanding,YTD_PCT_OUTSTANDING
0,53656F607,HLAL,1194513,3944465,30.283270354788293
1,53680Q207,LAC,12564231,121843356,10.31179000026887
2,53814L108,LTHM,4418630,167459106,2.6386322640466022
3,53839L208,LIVX,6364490,80183010,7.937454580465363
4,53933L104,LIZI,6930631,35929285,19.289643531731844
5,54142F102,LOGC,879444,33062861,2.659915002515965
6,54163Q409,LMRMF,18847933,243500087,7.740421464407937
7,54738L109,LOVE,974200,15492093,6.288369170001755
8,54951L109,LKNCY,7827732,242087183,3.23343512159419
9,55024U109,LITE,1158663,75089903,1.543034354432446
10,552953101,MGM,8743900,503328983,1.7372136903151474
11,55328R109,MICT,13733840,125403845,10.95168971892369
12,554382101,MAC,38829792,216803422,17.910137968209746
13,55616P104,M,29644787,312310277,9.492094619736129
14,55903Q104,MAG,3630422,99262210,3.657405975546988
15,56167N753,EBLU,828736,1259909,65.77744900623776
16,56400P706,MNKD,5425276,253632730,2.1390283501660057
