,CUSIP,SYMBOL,YTD_FTD_SUM,sharesOutstanding,YTD_PCT_OUTSTANDING
0,01643A207,WTER,7661864,99371200,7.710346659796802
1,01881G106,AB,2087958,102860505,2.029892814545291
2,019818103,ALVR,889836,66850512,1.3310832982101917
3,020002838,ALLPRH,168038,0.01,1680380000.0
4,020283305,AAU,9035225,139300425,6.486143168622781
5,02072L201,IVAL,1323609,5033995,26.293411097945075
6,02072L409,QMOM,882967,1764000,50.05481859410431
7,02210T108,ARB,95949,312505,30.703188748980015
8,02263T104,AMADY,4941582,453536768,1.0895659070357884
9,023111206,AMRN,6520209,410426044,1.5886440676264688
10,02376R102,AAL,69252911,676964109,10.229923577824419
11,024870107,AMMJ,1441762,83684809,1.7228479305007438
12,025072109,KORP,506861,2926729,17.31834413093935
13,025072307,QGRO,1022123,3547132,28.81547684157229
14,025072406,QINT,619844,4180784,14.826023061703259
15,025072505,TAXF,1979428,3121921,63.40416685752138
16,025072703,AVDE,4467737,16455256,27.15082038225355
17,025072752,ESGA,1947678,2647630,73.56307339016404
18,025072760,MID,391812,385621,101.60546235811847
19,025072794,FLV,4504171,4369157,103.09016132860411
20,025072802,AVDV,4321424,17038941,25.362045681125373
21,025072810,FDG,5147245,2550463,201.8161016254696
22,025072877,AVUV,1935312,22391699,8.642988636101261
23,025072885,AVUS,2951176,20573075,14.344846358650809
24,02553E106,AEO,6714907,169683896,3.9573036441831815
25,028791200,USGDF,19998220,99391308,20.120693048933415
