,CUSIP,SYMBOL,YTD_FTD_SUM,sharesOutstanding,YTD_PCT_OUTSTANDING
0,19761L607,MUST,1918088,6266386,30.60915813357173
1,204409601,CIG,26738877,1153808677,2.3174446104464512
2,204409882,CIGC,428823,0.01,4288230000.0
3,204448104,BVN,4866723,275260720,1.7680412228813467
4,20717E101,CFMS,8751793,186142010,4.701675349911608
5,212015101,CLR,4647308,377339146,1.2315997556214324
6,21864T107,LVRLF,6162028,99080973,6.219183979955465
7,21870U304,CORRPRA,198615,0.01,1986150000.0
8,21924B302,CLM,4040954,77998739,5.180794012580126
9,22053A107,CRTX,451068,30924202,1.458624542680196
10,224633206,CRDA,194488,0.01,1944880000.0
11,224916106,CIK,2757619,53446370,5.159600174904301
12,22587M106,CRLBF,3526059,223450362,1.5780054990468084
13,22717L101,CRON,13624573,375042189,3.6328107609248197
