,CUSIP,SYMBOL,YTD_FTD_SUM,sharesOutstanding,YTD_PCT_OUTSTANDING
0,781386305,RMBL,815809,15122692,5.394601701866308
1,78396V109,WORX,12434296,11032314,112.70795954502381
2,78410V200,SCEPRL,243817,0.01,2438170000.0
3,78462F103,SPY,126118718,933229527,13.514222852059415
4,78463V107,GLD,18979632,352106346,5.3903123915863755
5,78463X475,SPGM,2795518,10042784,27.836086089275643
6,78463X863,RWX,1087342,26147937,4.1584236645514325
7,78463X889,SPDW,15757708,320374748,4.918523728343284
8,78464A144,SPBO,1832240,12315052,14.878053296080276
9,78464A201,SLYG,608904,27790165,2.19107731098394
10,78464A284,HYMB,922268,30234861,3.050346419651144
11,78464A292,PSK,1119051,35256175,3.1740567432513593
12,78464A367,SPLB,19242703,30884946,62.30447351275926
13,78464A375,SPIB,21358081,166226498,12.848782388473346
14,78464A409,SPYG,5248985,215255962,2.4384853043001895
15,78464A490,WIP,1030557,8129389,12.676930578669566
16,78464A508,SPYV,5178785,322149665,1.6075711269170494
17,78464A599,XSW,461486,3387978,13.621280893795651
18,78464A631,XAR,720598,10577958,6.812259984393963
19,78464A656,SPIP,8714758,103341646,8.432958383496233
20,78464A664,SPTL,11936633,101357786,11.776730206005091
21,78464A672,SPTI,8716087,98664071,8.834104362063066
22,78464A714,XRT,34304640,12368117,277.36348225037005
23,78464A755,XME,22918591,42299048,54.18228561550605
24,78464A763,SDY,5237516,166653563,3.1427566898164665
25,78464A789,KIE,5901993,11982924,49.253362534887145
26,78464A797,KBE,5627426,61106401,9.209225069563498
27,78464A821,MDYG,2979675,22252884,13.390062160032832
28,78464A847,SPMD,9125640,101499754,8.990800115633778
29,78464A854,SPLG,7900169,248846840,3.174711400795767
30,78464A870,XBI,39655821,59250796,66.92875653518647
31,78464A888,XHB,18127883,23903304,75.8383987418643
32,78467V103,RLY,664278,5144637,12.912048022047037
33,78467V400,GAL,255742,6506049,3.930834212899411
34,78467V707,ULST,755182,11113896,6.794934917512274
35,78467X109,DIA,6294361,86129577,7.308013366883248
36,78467Y107,MDY,3671223,42569114,8.624147075271523
37,78468R101,SPTS,7050600,116130405,6.071278232431894
38,78468R200,FLRN,1703973,80304698,2.12188457517143
39,78468R531,EFIV,605346,8273153,7.316992687068642
40,78468R556,XOP,30636181,41683377,73.49735843139581
41,78468R622,JNK,42251707,82914073,50.95842656288275
42,78468R648,KOMP,2345544,33875214,6.92407138741618
43,78468R655,CNRG,1756271,3975016,44.18274039651664
44,78468R663,BIL,15357801,145283969,10.570884802851166
45,78468R697,SIMS,843923,1180708,71.47601269746626
46,78468R721,TFI,9053130,76006650,11.910970947936793
47,78468R747,SHE,983357,2727295,36.056128874947525
48,78468R788,SPYD,2352618,120662772,1.9497463559017194
49,78468R796,SPYX,1096152,11504562,9.5279768147627
50,78468R853,SPSM,7474030,102859952,7.26621960702451
51,78468R861,TIPX,2991998,44550768,6.715929117091764
52,78470E106,EFAX,414963,2912499,14.247661544261476
53,78470E205,EEMX,613042,2368101,25.88749381888695
54,78470P200,STOT,259342,3949340,6.566717476844232
55,78470P309,EMTL,285866,2135489,13.386442168515034
56,78470P408,XLSR,1952596,4098240,47.6447450612946
