,CUSIP,SYMBOL,YTD_FTD_SUM,sharesOutstanding,YTD_PCT_OUTSTANDING
0,682189105,ON,5829269,447489790,1.3026596651512428
1,68234L306,ONCS,1219628,40453001,3.014925888934668
2,684023302,OGEN,15428159,116914200,13.196137851518463
3,69318G106,PBF,2240308,123950718,1.807418332179407
4,69346N107,NRGX,489491,45407583,1.0779939553268008
5,69374H725,PAMC,681878,1171639,58.19864309740458
6,69946T207,TEUM,7284218,115053776,6.331142056563185
7,714236106,PBT,824373,47897850,1.7211064797271696
8,71678B107,PQEFF,27521927,601206287,4.577784297189161
9,72201R817,CORP,230380,7306996,3.152868839670912
10,72201T342,RAFE,195231,673503,28.987398719827528
11,72352L106,PINS,25421441,566683788,4.486001106493627
