,CUSIP,SYMBOL,YTD_FTD_SUM,sharesOutstanding,YTD_PCT_OUTSTANDING
0,86730L109,SNDL,339489310,1731561048,19.60596829041167
1,867652406,SPWR,20798425,179363698,11.595671382734315
2,86803X204,SUNW,10700075,27861571,38.40442091366636
3,868168105,SUP,316196,27217835,1.1617235536919082
4,87157D109,SYNA,1010944,40393258,2.502754296273898
5,87283Q107,TCHP,3602718,7158004,50.33132141306431
6,87283Q305,TGRW,489800,1358551,36.05311835919299
7,87283Q404,TDVG,1384018,3115584,44.422426100532036
8,873379101,TRHC,2285703,25658140,8.908295768906086
9,875465106,SKT,8902283,106005162,8.397971223325898
10,87601A107,TRX,13209319,260444886,5.071828901259363
11,87807B107,TRP,10358921,987353755,1.0491600348448564
12,878742204,TECK,7150153,546163056,1.309160867153197
13,87918A105,TDOC,8147022,160634255,5.071783723838978
14,879273209,TEO,2057381,129418268,1.5897145216006134
