,CUSIP,SYMBOL,YTD_FTD_SUM,sharesOutstanding,YTD_PCT_OUTSTANDING
0,09075F107,BNGO,59788225,287985930,20.760814599518802
1,09225M101,BSM,2224227,219055879,1.0153696902149794
2,09250U101,BGR,446866,29982396,1.4904279164346974
3,09256U105,BSL,268457,13597003,1.974383619684426
4,09257R101,BGB,1635410,46647600,3.5058824033819533
5,09354A100,BLNK,37221070,44227683,84.15785651715014
6,093698108,BDR,4662602,12729246,36.6290509272898
7,09523Q200,APRN,2222653,24376792,9.117906080504769
8,09627J102,BRG,711627,26983326,2.637284225080333
9,09661T305,BKSE,144163,1672666,8.618755926168165
10,09661T404,BKIE,411632,941934,43.700726377856626
11,09661T602,BKAG,1035208,3877565,26.69737322262812
12,103197109,BOXL,13034057,60154423,21.66766191074595
13,105532105,BAK,3114054,173939308,1.7903106754914764
