,CUSIP,SYMBOL,YTD_FTD_SUM,sharesOutstanding,YTD_PCT_OUTSTANDING
0,Y73760194,SHIP,35832819,157037272,22.818034561884136
1,00162Q452,AMLP,13691470,153822100,8.900847147451504
2,00162Q460,ACES,3110311,13943487,22.30655072149456
3,00165C104,AMC,282751345,516159418,54.779848073991744
4,00211Y506,ABIO,4140983,14762567,28.050561938177825
5,00214Q104,ARKK,35895762,181126180,19.818096975268844
6,00214Q302,ARKG,10519853,97872642,10.748512337083941
7,00214Q401,ARKW,7558792,37235020,20.30022274729542
8,00214Q609,IZRL,2693534,9244615,29.13624850791515
9,003261104,BCI,1310498,28068796,4.668878565364898
10,003261203,BCD,298807,1522287,19.62882163481656
11,003263100,GLTR,4613084,11386552,40.513440767670495
12,003264108,SIVR,12129564,43704306,27.753704634962055
13,00430H102,AXDX,1393706,63066582,2.209896201446275
14,00444T100,ACRX,5748557,121437021,4.733776366269723
15,00507W206,ATNM,1677651,21396980,7.840597130996992
