,CUSIP,SYMBOL,YTD_FTD_SUM,sharesOutstanding,YTD_PCT_OUTSTANDING
0,464286103,EWA,10144678,58310681,17.39763251950359
1,464287150,ITOT,6516429,434516227,1.499697501515864
2,464287176,TIP,7600610,271303022,2.801520581661637
3,464287226,AGG,11426265,810123160,1.4104355441461518
4,464287374,IGE,466096,15051415,3.0966922379058714
5,464288224,ICLN,28644936,275741340,10.388335677196608
6,464288570,DSI,4390283,42373186,10.360993388601933
7,46429B291,QLTA,403356,21350673,1.8891957176244514
8,46432F396,MTUM,2209602,88007265,2.510704087895471
9,46434G103,IEMG,82592724,1300800731,6.34937558318454
10,46434G814,EWM,1133828,10384372,10.918599603327
11,46434VBK5,IBDM,912541,55688593,1.6386497680054513
12,46434V860,TFLO,535012,5656291,9.45870712804557
13,46436E882,IBTD,291246,2481955,11.73453990906362
14,46641Q399,BBUS,3621018,9159110,39.53460543655443
15,47804J826,JHCS,66982,531103,12.611866248166551
16,48283N106,KDMN,4277448,176627188,2.421738152792196
17,48666K109,KBH,2064316,93663373,2.2039735852775664
18,51508J405,LMRKN,90398,2093745,4.317526728422038
19,518416409,ROUS,1106005,9973759,11.08914903598533
20,52603A208,LC,4250241,99692824,4.263336947903091
21,53656F805,OVL,1225139,5377058,22.78455988386214
22,53656F847,CCOR,1193908,7945837,15.025578803088962
