,CUSIP,SYMBOL,YTD_FTD_SUM,sharesOutstanding,YTD_PCT_OUTSTANDING
0,88160R101,TSLA,11696851,1017708469,1.1493321866028412
1,88166Y100,TBPMF,20039391,404467591,4.954510928911484
2,88338H100,THTX,7621563,97595282,7.809355989155295
3,886364306,SFYX,1186009,2929484,40.48525269296572
4,886364405,SFYF,688104,674222,102.05896574125437
5,886364801,SPUS,1695038,3465886,48.906340254699664
6,887432359,TPLC,486194,5386816,9.025628497427794
7,88830X819,TMDI,7990272,115438513,6.9216692006419045
8,88875G101,TLSA,3928266,100082775,3.9250170671226896
9,890516107,TR,1390080,41435336,3.354817733347209
10,89157G504,TBLT,13793008,134498477,10.255140658581583
11,89677Y100,TPVG,388852,32338231,1.2024529109214417
12,896945201,TRIP,2619309,126530535,2.0701003121499486
13,90214Q733,AESR,1335361,8566450,15.588265851081836
14,903318103,USDP,605314,27589154,2.1940288564121975
15,904311206,UA,4620636,238019029,1.941288484123679
16,90985F205,UCBIO,130289,4193633,3.106828852214774
17,910047109,UAL,5454468,326748584,1.669316491972923
18,911163103,UNFI,832391,56636441,1.4697092283747137
19,911363109,URI,767362,75171747,1.0208117153376786
