,CUSIP,SYMBOL,YTD_FTD_SUM,sharesOutstanding,YTD_PCT_OUTSTANDING
0,37954Y285,EDOC,18615879,34618537,53.774308833443776
1,37954Y293,MLPX,1648434,21365325,7.715464192564353
2,37954Y319,GREK,1471263,5676971,25.916338131725524
3,37954Y343,MLPA,777161,29228306,2.6589327482749088
4,37954Y350,EMBD,537643,5128816,10.482789790080206
5,37954Y368,CEFA,106974,113065,94.61283332596294
6,37954Y384,BUG,11520277,28553372,40.34646766063217
7,37954Y392,HERO,4684911,18667953,25.096008116154994
8,37954Y418,GXTG,592566,2191608,27.037955692806374
9,37954Y434,GNOM,5608912,12841857,43.6767984567964
10,37954Y442,CLOU,8481924,47411729,17.88992761685616
11,37954Y483,QYLD,2292840,214781351,1.067522850249694
12,37954Y632,AIQ,2051885,6132481,33.45929649027857
13,37954Y657,PFFD,3593976,96459360,3.7258965848415335
14,37954Y673,PAVE,31434288,169759413,18.51696318012127
15,37954Y723,EDUT,1369736,691253,198.15263007900145
16,37954Y731,KRMA,1181688,18242695,6.477595552630793
17,37954Y772,AGNG,871516,2170428,40.154107853381916
18,37954Y806,ALTY,855533,2475373,34.5617811941877
19,37954Y830,COPX,7827779,25955205,30.158802444442262
20,37954Y855,LIT,9345144,58559430,15.95839303763715
21,37954Y871,URA,8125291,39449043,20.596928042082034
22,37954Y889,CATH,1957906,10544671,18.56772961432367
23,37959X209,GBLO,26891,50062,53.71539291278814
24,38045R206,GOL,24243226,160813396,15.075377178154984
25,380738104,GSV,33267756,358213801,9.287122915736013
26,381119106,AUMN,19115637,168460600,11.347244993784896
27,38119T807,GSS,2987508,116621044,2.561722908260022
28,381430107,GSIE,13824981,88838016,15.562010074605897
29,381430206,GEM,4119263,37552930,10.969218646853921
30,381430362,GTIP,771112,2610868,29.534698805148324
31,381430396,JUST,1406534,4131671,34.04273960826019
32,381430438,GSEW,5403837,12865893,42.001258676719914
33,381430453,GHYB,591681,4344950,13.617671089425656
34,381430479,GIGB,779824,14826790,5.259560565705726
35,381430602,GSSC,3978555,6963049,57.13811578806928
36,38148B108,GSPRK,326874,0.01,3268740000.0
37,38268T103,GPRO,3653053,132061922,2.7661667683437168
38,38500T101,GTE,40195822,374828926,10.723778025605206
