,CUSIP,SYMBOL,YTD_FTD_SUM,sharesOutstanding,YTD_PCT_OUTSTANDING
0,45783G102,BUFF,2641620,1913120,138.07915865183574
1,45790W108,INZY,290218,24720806,1.17398275768193
2,45826J105,NTLA,1789329,75117208,2.3820493967241165
3,45826T301,ITRG,1997672,62537450,3.1943611388056277
4,45845P108,ICPT,1942289,34591159,5.614986765838057
5,459506101,IFF,16550787,258447903,6.403916150172827
6,46090A200,PSMB,1686588,1304949,129.24551074409806
7,46090A408,PSMG,1346311,1054631,127.6570667844962
8,46090A507,PSMM,967728,1165071,83.06171898536657
9,46090A804,GTO,776157,17055798,4.5506929666967215
10,46090E103,QQQ,100945645,516035782,19.56175298712135
11,46122W204,INUV,9159622,122424546,7.481850902677638
12,46124U107,IVA,1296547,39823704,3.25571674598626
13,46137V134,PBW,9759063,24190318,40.342847084523655
14,46137V233,XLG,510084,6373523,8.003171872134141
15,46137V241,SPHQ,3570014,64799466,5.509326265126938
16,46137V258,RPV,418301,34793097,1.2022528491786748
17,46137V308,PKW,3156113,15372397,20.53104014943148
18,46137V332,RYH,140146,3346219,4.188189715018653
19,46137V357,RSP,8291208,196207722,4.225729709047843
20,46137V464,XMMO,1161897,11148990,10.421544911243082
21,46137V472,XMHQ,2443158,3607087,67.7321617138705
