,CUSIP,SYMBOL,YTD_FTD_SUM,sharesOutstanding,YTD_PCT_OUTSTANDING
0,80706P103,SRRK,1379853,35388707,3.8991336982162137
1,808524409,SCHV,4758615,142964717,3.328524058142262
2,808524680,SCHQ,957555,1789470,53.510536639340145
3,808524706,SCHE,9049017,316665339,2.857596296637947
4,808524722,SCHK,1505881,49153995,3.063598391137892
5,808524748,FNDC,4353273,73350615,5.934882754561772
6,808524755,FNDF,27675527,207421478,13.342652490404102
7,808524763,FNDA,1267638,87703213,1.4453723605314208
8,808524805,SCHF,58670630,721504934,8.131701840863641
9,808524847,SCHH,1912410,138899388,1.3768311203790184
10,808524862,SCHO,5345849,187007899,2.8586220307196757
11,808524870,SCHP,8178328,318905468,2.5644991449315633
12,808524888,SCHC,6742992,93064776,7.245482436878159
13,811292200,SCYX,1482653,23668722,6.264186972156756
14,811699107,SEAC,8155693,50972157,16.000290119172316
15,811916105,SA,2209465,79302103,2.7861367056053985
16,812350106,SHLDQ,2315407,107999794,2.1438994596600804
17,81362J209,EYES,11383068,40332313,28.22319662152776
18,81369Y100,XLB,14892353,97949773,15.204070968086878
19,81369Y308,XLP,23827599,172204549,13.836799979076048
20,81369Y506,XLE,20689419,492843152,4.197972299308726
21,81369Y605,XLF,48058968,1104520601,4.35111558412662
22,81369Y803,XLK,9480200,290620783,3.2620516337952337
23,81369Y860,XLRE,3119609,100060783,3.1177139599237393
24,81369Y886,XLU,28783258,194118563,14.827669005565427
25,81727U105,SENS,137773955,463102212,29.750226068883475
