,CUSIP,SYMBOL,YTD_FTD_SUM,sharesOutstanding,YTD_PCT_OUTSTANDING
0,00547W208,ADMP,27251859,150341290,18.12666300788027
1,00688A106,ADIL,5847010,21113218,27.693599336680936
2,007025109,ADTX,8983780,14930318,60.171390857180675
3,007624307,ADXS,28028956,148368339,18.89146713437292
4,00770K202,AMTX,31362194,32294625,97.11273625254977
5,00851L103,API,3061817,97057244,3.1546506719271776
6,008875106,AIKI,25712412,90732785,28.338612112479517
7,00901B105,AIM,4046627,48191692,8.396939040862064
8,00973N102,AKTS,2302969,52981384,4.3467513041939405
9,00973W102,KERN,5725767,26059269,21.972093691499943
10,013091103,ACI,23088309,474719834,4.86356527500808
11,01535P106,AXU,6786697,156740118,4.329904230389823
12,015857105,AQN,16718365,633583911,2.6386978440808293
