,CUSIP,SYMBOL,YTD_FTD_SUM,sharesOutstanding,YTD_PCT_OUTSTANDING
0,35655L107,FRLN,758622,36650910,2.0698585655854114
1,35954B206,HUGE,9641301,37450107,25.744388393870278
2,361008105,FNKO,4240523,40145707,10.562830541258123
3,36118L106,FUTU,19859404,85073705,23.343762917108172
4,36257Y109,GOTU,23170959,149361507,15.513340394992131
5,363225202,GALT,4842015,59313811,8.163385421314437
6,37185X106,GENN,3216161,119934951,2.681587788367046
7,371927104,GEL,2185370,128034669,1.7068580073417459
8,37950E549,SDIV,7946337,74761362,10.628935572361563
9,37954Y715,BOTZ,3598435,78496275,4.584211161612446
10,37954Y780,SNSR,1291079,13104794,9.851959519546815
11,38046C109,GOGO,13145023,114538284,11.476532161072013
12,38068T105,GORO,1659336,75567259,2.19583986763368
13,381430230,GSST,972383,6685780,14.544047216629922
14,381430503,GSLC,2278958,156461572,1.456560848052837
15,38145G308,GSPRJ,206123,0.01,2061230000.0
16,399909100,GGAL,1495744,124247390,1.2038433966299011
17,40417F109,HFFG,536372,52441965,1.0227915754110282
