,CUSIP,SYMBOL,YTD_FTD_SUM,sharesOutstanding,YTD_PCT_OUTSTANDING
0,13321L108,CCJ,9931819,410345501,2.4203552800740953
1,134748102,CAN,13431611,157458348,8.530262873074218
2,13645T100,CP,8463315,666947162,1.268963342556363
3,13646R103,DCNNF,7980673,131619183,6.063457330532131
4,136635109,CSIQ,4345733,60227773,7.215496744334213
5,13708P201,CVVUF,18571400,80584313,23.04592458336153
6,13767G100,CBGL,2681560,102637264,2.612657328823574
7,138035100,CGC,12469721,398960767,3.1255506885467765
8,14365C103,CUK,6559411,9157986,71.6250385182943
9,143658300,CCL,37787688,988281091,3.8235769503354793
10,146875604,CARV,2605811,3511298,74.21218592098991
11,14817C107,SAVA,11303586,41868923,26.99755615877676
12,15116C201,APOP,3556997,4100178,86.75225807269831
13,15117K103,CLLS,1519198,46025618,3.3007661081269997
14,15135U109,CVE,23542235,2092952735,1.1248335715522024
15,15234Q207,EBR,16452091,1345866501,1.222416264003587
16,156727109,CRNC,1167224,38931139,2.998175830406606
