,CUSIP,SYMBOL,YTD_FTD_SUM,sharesOutstanding,YTD_PCT_OUTSTANDING
0,25382P208,DGLY,14259524,53168071,26.81971290626662
1,254067101,DDS,3927417,17028865,23.06329282662115
2,25459W102,TECL,1763416,43907222,4.016232227126553
3,25459Y801,WANT,163591,552040,29.633903340337657
4,25460E661,DFEN,1892808,15122194,12.516755174546763
5,25460E711,UTSL,584562,1277711,45.75072140726659
6,25460G880,DUST,20472741,4613625,443.7452328700317
7,262077100,DS,5737370,95887829,5.983418396092793
8,268158201,DVAX,6485837,116524408,5.5660759074613795
9,26922A594,SPDV,317186,1571838,20.179306009906874
10,26923G772,AMZA,746810,11235060,6.64713851105379
11,28531P103,ECOR,4489067,70015921,6.411494608490546
12,294112107,ENZC,224524568,2881070850,7.793094293394416
