,CUSIP,SYMBOL,YTD_FTD_SUM,sharesOutstanding,YTD_PCT_OUTSTANDING
0,G33856108,GSM,4780613,191108707,2.5015150146978913
1,G3682E192,FRO,8885708,205189172,4.330495568255424
2,G3728V109,GAN,2580088,42282137,6.102075682693143
3,G3788M114,ESGC,17371314,186231257,9.327818691574423
4,G39637205,GOGL,2175939,199942666,1.0882814776511982
5,G40705108,GDLC,2216913,16375648,13.537864272607717
6,G4474Y214,JHG,3159890,172539483,1.8314011060297428
7,G5223X100,KXIN,9293418,144685934,6.42316619388862
8,G56981106,LKCO,40075871,365725947,10.957896569476926
9,G5785G107,MNKKQ,57487990,86583562,66.39596324299987
10,G6095L117,APTVPRA,173933,0.01,1739330000.0
11,G6359F137,NBR,359650,8391461,4.285904445006656
12,G66721104,NCLH,28707686,371490622,7.727701400763759
