,CUSIP,SYMBOL,YTD_FTD_SUM,sharesOutstanding,YTD_PCT_OUTSTANDING
0,73102V105,POLA,9304978,13366120,69.61614888987978
1,73934B400,PWWBF,5105331,178301885,2.863307362117905
2,74019L503,PRPO,8530354,23657177,36.05820762130663
3,74040L100,PMEDF,1295150,111116468,1.1655788051146478
4,74167P108,PRMW,2049751,162244314,1.263373088070131
5,74255Y607,PSC,1918442,35394021,5.420243153497592
6,74255Y870,USMC,1106655,51785064,2.13701580054048
7,74255Y888,PREF,6008558,20018899,30.014427866387656
8,74319B502,PROF,701474,21031177,3.335400581717324
9,74347B169,ONLN,2897869,13042391,22.218847755752762
10,74347B201,TBT,21219199,87304771,24.304741604556753
11,74347B235,DOG,4930394,8960793,55.02184907072398
12,74347B318,SPXB,139253,407907,34.1384188062475
13,74347B383,SDS,20460995,74198431,27.57604807034262
14,74347B425,SH,16102298,110024651,14.635172985006786
15,74347B508,TOLZ,583941,2891309,20.19642314259735
16,74347G887,TTT,3801420,3699322,102.75991114047385
17,74347R107,SSO,4051949,36714570,11.036351508406609
18,74347R172,UBT,359801,1106721,32.51054240409281
19,74347R206,QLD,4682195,71912565,6.510955352517324
20,74347R305,DDM,1029560,6486487,15.872382076769753
21,74347R313,PST,1432555,4250072,33.70660544103723
22,74347W130,SVXY,3614647,7302970,49.49557508794367
23,74347W387,KOLD,4652754,19729456,23.582778967651212
24,74347W601,UGL,403921,4285462,9.425378173928506
