,CUSIP,SYMBOL,YTD_FTD_SUM,sharesOutstanding,YTD_PCT_OUTSTANDING
0,H50430232,LOGI,5026959,180105202,2.791123712240138
1,H5861P103,OBSV,8834011,57931126,15.249161564717383
2,M22013102,CRNT,11474200,86650363,13.24195260439936
3,M2361E203,CHEK,22375230,46985355,47.62171106294717
4,M4R82T106,FVRR,12456674,36550673,34.08055988462921
5,M6S89X179,MTTCF,202440401,126914094,159.50978699024554
6,M6240T109,KMDA,686720,45181235,1.5199230388456624
7,M85548101,SSYS,1631802,57723502,2.8269282761118686
8,M87095119,SPCB,6942896,20990,33077.16055264411
9,M96088105,URGN,980474,22959571,4.270436934557706
10,Q86618107,TGMGF,142020019,525399609,27.030857383070494
11,V0195Q103,AFMJF,69198124,1206296234,5.736412172202803
