,CUSIP,SYMBOL,YTD_FTD_SUM,sharesOutstanding,YTD_PCT_OUTSTANDING
0,928563402,VMW,3078819,114997171,2.677299774617934
1,92912R104,IGA,413861,18458356,2.242133589795321
2,92921W300,VUZI,22328148,65672881,33.999038354964206
3,92922P106,WTI,12745740,148146126,8.603491933363145
4,93964W207,WPGPRH,268248,0.01,2682480000.0
5,94419L101,W,4007513,78866762,5.081371287945104
6,95805V108,WRN,4585037,154335622,2.9708222512622524
7,95855T102,MLYF,10705551,403650116,2.6521857855727706
8,961684206,WWR,11604467,34891424,33.25879448199076
9,96524V106,WHF,608797,21069292,2.8894990871074357
10,969904101,WSM,1070409,76780999,1.3941066330746752
11,97717W125,WTMF,588275,3703069,15.886147409081493
12,97717W182,CYB,514163,1613859,31.85922685934769
13,97717W281,DGS,3038240,44563313,6.8178054894617
14,97717W307,DLN,1137961,26336879,4.320789110964895
