,CUSIP,SYMBOL,YTD_FTD_SUM,sharesOutstanding,YTD_PCT_OUTSTANDING
0,06684L103,BZUN,1478772,76863007,1.9239059955070452
1,06740P221,OIL,506646,0,inf
2,06746P563,JO,228869,0,inf
3,07373V105,BEAM,3322497,69046213,4.8119901956100035
4,07987C204,BLU,4677705,79546920,5.880435094155751
5,08205P100,BNTC,2494836,8218956,30.354658182864103
6,084670702,BRKB,1729738,0.01,17297380000.0
7,08653C106,BEST,18052546,261490674,6.903705483584474
8,088606108,BHP,18382235,1480524857,1.2416025920191625
9,08862L103,XAIR,3597615,24387804,14.751697200781177
10,089302103,BIG,702577,33704893,2.0844955656735062
11,08975P108,BIGC,13249232,71718999,18.47381054495755
12,090040106,BILI,4277804,305113879,1.402035205353605
13,090043100,BILL,4265137,97435562,4.377392517118134
14,09071M205,BLRX,8891682,48791501,18.223833695954546
15,09073N201,BSGM,1608479,35720332,4.502978863690292
