,CUSIP,SYMBOL,YTD_FTD_SUM,sharesOutstanding,YTD_PCT_OUTSTANDING
0,92206C599,VTHR,1151041,5502988,20.916654733755554
1,92206C664,VTWO,6950903,69949102,9.93708682636126
2,92206C680,VONG,1575923,104241445,1.511800800535718
3,92206C706,VGIT,1903291,124640068,1.5270298151634512
4,92206C730,VONE,1569963,13155291,11.934080363558662
5,92206C771,VMBS,3846046,290216081,1.3252353166467021
6,92206C813,VCLT,5668256,53990214,10.498672963215148
7,92206C847,VGLT,2280362,26203205,8.702607181068117
8,92206C870,VCIT,11682967,506657798,2.3058891121616565
9,922908538,VOT,560106,49643513,1.1282561731680834
10,922908595,VBK,748779,57254129,1.3078165943280702
11,922908652,VXF,16391527,97110338,16.87928117395699
12,92332W105,VERO,2789750,56214017,4.9627302030381495
13,92346J108,VCEL,503907,48307114,1.0431320736734553
14,923725105,VET,8647544,164390657,5.260362211460716
15,92511W108,VRCA,1046333,28749864,3.6394363465510655
16,925652109,VICI,6898439,629279295,1.09624439494708
17,92647N667,VSDA,1111837,7625571,14.580376997342231
18,92647N782,CFO,1407847,13725592,10.257094921661666
19,92647N873,CSB,1042157,4293660,24.271996385368194
20,92650P104,VSQTF,6577763,99889356,6.585048961573042
21,92707Y108,VFF,13018212,89481661,14.54846932266937
22,92766K106,SPCE,40665286,257843524,15.771303994433461
23,927926303,VGZ,6065320,117677834,5.15417372484949
24,92840H202,VTGN,6892634,195700431,3.5220331221447334
25,92852M107,VAUCF,2267563,56319865,4.026222363991818
