,CUSIP,SYMBOL,YTD_FTD_SUM,sharesOutstanding,YTD_PCT_OUTSTANDING
0,46137V803,PEZ,1030514,1193986,86.30871718763872
1,46138E263,CGW,1396103,20806280,6.710007747660803
2,46138E339,SPMO,1397616,1344388,103.95927366206779
3,46138E495,PBTP,448284,1670382,26.83721448147789
4,46138E545,CUT,368959,2832312,13.026778123314099
5,46138G102,XSLV,3486373,23843376,14.62197718980735
6,46138G664,RWJ,2042402,5710141,35.76797840893946
7,46138J775,DEF,1195341,4275203,27.959865297624464
8,46140H700,DBB,1803989,21405381,8.427735997784856
9,46143U849,KLDW,243690,4200162,5.801919068835916
10,46267X108,IQ,12346044,394242996,3.1315823300003536
11,464286665,EPP,9796647,49466205,19.80472728805454
12,464286764,EWP,12271567,27971783,43.87123623831917
13,464286772,EWY,5065955,71126847,7.122423126671143
14,464286780,EZA,2428968,5728444,42.40188085979369
15,464286806,EWG,26859771,85042860,31.583804919072573
16,464286822,EWW,3129280,21112978,14.821594566147892
17,464287796,IYE,11790491,80351298,14.673678326889005
18,464287812,IYK,859772,3921323,21.92555930740722
19,464287838,IYM,2553436,7948342,32.12539168546094
20,464288182,AAXJ,13930859,62416183,22.319306196599687
21,464288281,EMB,8432909,188164993,4.481656691582371
22,464288687,PFF,20635095,523700236,3.9402493223241546
23,464288802,SUSA,9578583,39959591,23.970673273407627
24,464289446,IWL,964833,8809352,10.952371979232979
25,46429B598,INDA,14130339,129121192,10.943470069576186
26,46429B655,FLOT,2356503,134329252,1.754273894118014
27,46431W598,CMDY,2283927,3030375,75.3678010147259
28,46431W838,MEAR,833889,5934720,14.05102515367195
29,46434G798,ERUS,1381207,13396012,10.310583478127668
30,46434VBA7,IBDN,1145598,64662483,1.7716579179305563
31,46434V266,ISCF,589352,5523168,10.670542703028406
32,46434V274,INTF,1173772,31074070,3.7773358945255646
33,46434V621,DGRO,13414543,394696252,3.398700375801896
34,46434V803,HEFA,1559930,88772061,1.7572308026057883
35,46435G219,IGEB,818461,3085650,26.524751673067264
36,46435G268,SMMD,3255344,5304913,61.364700985671206
37,46435G847,HAWX,774074,3931690,19.68807306781562
38,46435U176,IBHB,880984,2956688,29.796312630889698
39,46435U663,ESML,9494544,29849234,31.80833384200077
40,46435U697,IBMM,1037668,9170638,11.315112427292409
41,46436E825,IBTJ,63713,732559,8.697319942830543
