,CUSIP,SYMBOL,YTD_FTD_SUM,sharesOutstanding,YTD_PCT_OUTSTANDING
0,46641Q449,JIGB,410375,1042365,39.36960661572482
1,46641Q670,JCPB,1071566,3121698,34.32638262894104
2,47010C409,JAGX,20031495,141775166,14.129057694067521
3,47103U209,JSMD,232265,2991247,7.764821828488253
4,47103U852,JMBS,743052,15444572,4.811088322810111
5,483379103,KLR,6307724,43746440,14.418828137786754
6,49435R102,KRP,452237,44640161,1.013072063068948
7,50050C107,KNRLF,2796936,48269481,5.794419045027644
8,518416102,RODM,1772025,64545741,2.7453786610025905
9,52468L810,WBND,1656505,4819030,34.374241289222105
10,529900102,ASG,1702078,43241735,3.93619266201969
11,53261M104,LLNW,3346506,130035357,2.573535442364341
