,CUSIP,SYMBOL,YTD_FTD_SUM,sharesOutstanding,YTD_PCT_OUTSTANDING
0,97717W323,DGRE,214511,3310932,6.478870601993639
1,97717W422,EPI,2069717,26720372,7.745839017510685
2,97717W471,USDU,1583385,5743842,27.566653121725842
3,97717W562,EES,1302863,12435614,10.47686909548656
4,97717W604,DES,627541,58064659,1.080762396279637
5,97717W703,DWM,495075,11535144,4.291884002488396
6,97717W794,DOL,109159,7725667,1.4129394911792084
7,97717W844,DNL,3038288,10792957,28.150654171975297
8,97717W851,DXJ,13446974,30202557,44.52263429218923
9,97717X131,IQDG,4317701,7988584,54.04838955189055
10,97717X172,WFHY,1283475,3604723,35.605371064572786
11,97717X560,PUTW,683170,2081048,32.828171190669316
12,97717X578,XSOE,8745586,117366190,7.451537789545696
13,97717X594,IHDG,1972893,25178223,7.835711837169764
14,97717X651,DGRS,883056,4455917,19.817604322522165
15,97717X669,DGRW,6116204,108238272,5.650685184626746
16,97717X701,HEDJ,1353563,28148272,4.808689499660939
17,97717X719,CXSE,5095201,18847772,27.03343928396417
18,97717Y725,MTGP,157086,815393,19.265066047905734
19,97727L200,WKEY,5661488,25373000,22.313041421983996
20,98138J206,WKHS,57935587,126378258,45.84300172898411
21,98149E204,GLDM,9097590,257899849,3.527567013038461
22,98212N107,WRAP,7421807,41570848,17.85339332024211
23,98420P308,XTNT,4716055,90597013,5.205530341270744
24,98420U703,XSPA,23141551,106612825,21.70616058621465
25,98422L107,XERS,15726437,68611033,22.92114884788282
26,98462Y100,AUY,18710692,968605799,1.931713811678305
27,98943Y109,ZPHYF,3204101,69078072,4.638376415601177
