,CUSIP,SYMBOL,YTD_FTD_SUM,sharesOutstanding,YTD_PCT_OUTSTANDING
0,41755M102,HRVSF,12549783,276081617,4.545678606337632
1,419879101,HA,3765243,51947753,7.248134486201935
2,42370R203,HPMM,30266114,1778861550,1.701431682527513
3,426897104,HEPA,5581152,77221568,7.22745230969669
4,427096508,HTGC,1672101,116436661,1.4360605891987919
5,427825609,HTPRD,109731,0.01,1097310000.0
6,43010E503,HFROPRA,77685,0.01,776850000.0
7,44045A102,HRZN,1807327,20409815,8.855185605553014
8,44332N106,HTHT,3602211,331121611,1.0878815759325355
9,443628102,HBM,3405253,263604533,1.2918036580197958
10,446150104,HBAN,38226014,1483142701,2.577365884902804
