,CUSIP,SYMBOL,YTD_FTD_SUM,sharesOutstanding,YTD_PCT_OUTSTANDING
0,316092865,FUTY,1833110,26584693,6.895358919510562
1,32076V103,AG,25053037,265400527,9.439708836749974
2,33738D705,ECLN,616733,874914,70.49069965733776
3,33739Q408,FTSM,1925540,76244505,2.5254803608469882
4,33740F870,LDSF,2304632,9364645,24.609923814517263
5,33740Y101,FAAR,2448476,3883512,63.04798337175217
6,33939L829,IQDY,1937800,2468808,78.49132050771061
7,34354X108,FLWPF,12063736,427302977,2.823227697756012
8,34380C102,FLNT,1392765,80536086,1.7293676278233834
9,349862300,FORD,2133344,10439749,20.43482079885254
10,353506108,FTSD,434323,5171254,8.398794567043119
11,35473P488,FLGV,501626,17616855,2.8474208364659868
12,36320A104,GAXY,33893853,3374902578,1.0042913007606231
13,374396406,GEVO,25471501,198029946,12.8624490964614
14,37954Y616,QDIV,62610,311412,20.105198258255943
15,38149E101,GLDG,5517425,155056834,3.558324298044161
