,CUSIP,SYMBOL,YTD_FTD_SUM,sharesOutstanding,YTD_PCT_OUTSTANDING
0,299734103,EVLO,1418848,54872110,2.585736178178678
1,30068X103,XGN,388011,16610187,2.3359821295208776
2,301505707,ROBO,318971,29257856,1.0902063363768009
3,301505723,HTEC,2675695,5166854,51.78576750959094
4,301505749,UTRN,86738,2360673,3.6742911873012485
5,30222R109,EXROF,5459694,121842037,4.480960869030777
6,31189V109,FTHM,345848,14969134,2.3104075359336083
7,316092402,FENY,9814164,65875614,14.898022810079613
8,316092717,FIVA,1213813,1627208,74.5948274590587
9,320867203,FMBIP,126303,4514977,2.7974228883115018
10,33734X143,FXH,1340957,13512602,9.923751176864382
11,33738R811,FTXL,582003,1182260,49.22800399235363
12,33740J104,FUMB,1926615,9116118,21.13416039590536
13,33939L605,TDTF,2466089,25464857,9.68428371696727
14,33939L670,BNDC,1179705,4646015,25.391760465689412
15,33939L837,IQDF,2512178,24770437,10.141839645380498
16,351858105,FNV,2973914,192813387,1.54237941995179
17,35473P736,FLMX,196428,461685,42.545891679391794
