Date,MSFT_QUANTITY_FAILS,close,open,low,high,volume
2021-01-20,34126,231.97,223.7,223.7,231.97,39264324
2021-01-21,22010,234.4,225.5,224.67,234.9,32228261
2021-01-22,15000,236.99,232.46,230.8,239.63,31053716
2021-01-26,4559,236.83,242.99,236.83,242.99,50268047
2021-01-27,22255,238.8,238.0,235.54,246.19,72194660
2021-01-28,258074,242.1,237.0,237.0,249.24,50600428
2021-01-29,134211,234.65,239.15,234.65,241.11,43365558
2021-02-01,433,246.65,237.06,237.06,252.3,33806918
2021-02-02,4900,250.09,243.6,240.99,250.09,26085685
2021-02-03,10813,252.0,240.87,240.87,256.96,27241589
2021-02-05,2070,246.8,242.98,240.99,254.82,18122229
2021-02-09,7000,250.03,242.1,242.1,256.72,24530698
2021-02-10,95,253.84,253.0,242.13,253.84,22617742
2021-02-11,5040,249.56,247.87,243.37,249.56,16202039
2021-02-12,4814,248.4,254.2859,248.4,254.2859,17008640
2021-02-17,4400,244.9,244.32,244.32,255.1,22508138
2021-02-18,12574,254.03,247.9,247.9,254.03,17109154
2021-02-19,350,241.98,243.96,241.98,255.84,25511773
2021-02-22,456,245.84,243.04,234.6,248.73,37112930
2021-02-23,1147,236.56,231.35,231.35,240.63,30886282
2021-02-24,797,242.2,232.93,232.93,243.1,27408553
2021-02-25,798,237.49,241.14,229.61,245.7092,39946601
2021-02-26,799,233.42,242.975,233.42,244.67,39336745
2021-03-01,2200,248.34,236.1,236.1,248.34,25843537
2021-03-02,2312,242.86,239.96,236.77,242.86,23381755
2021-03-03,800,232.64,236.317,232.64,237.5405,35564757
2021-03-04,911,229.0,234.316,227.87,234.89,45758978
2021-03-05,4956,236.6,240.0764,227.1,240.95,43028321
2021-03-09,9189,238.41,244.47,234.99,244.47,34287515
2021-03-10,741,239.97,243.0,239.97,243.02,31098264
2021-03-16,713,238.73,243.6,238.73,250.203,29456256
2021-03-18,4098,231.0,236.87,231.0,237.56,36465841
2021-03-19,905,231.25,235.05,231.25,239.902,48619021
2021-03-26,8604,238.94,235.28,235.28,247.68,26168560
2021-03-29,8897,239.84,247.55,239.84,247.55,26127087
2021-03-31,35961,244.72,236.66,234.91,248.4,44767954
2021-04-01,19821,253.24,247.92,247.92,253.24,31416958
2021-04-05,78057,261.27,253.26,253.26,261.27,38438721
2021-04-06,6551,256.62,257.37,255.08,257.37,24052202
2021-04-07,299695,251.3,253.03,249.74,253.03,23588149
2021-04-08,13981,259.48,257.18,257.18,259.48,24115262
2021-04-09,7162,258.1,261.7,258.1,263.47,25101000
2021-04-12,45043,257.6,262.39,257.6,265.19,27545446
2021-04-13,17795,261.31,266.109,259.24,266.109,24844813
2021-04-14,15,260.88,267.629,260.88,267.629,23259379
2021-04-19,10515,265.42,266.25,264.857,267.85,23581914
2021-04-20,5002,264.64,261.12,261.12,264.7,20571722
2021-04-22,2092,261.4,264.76,261.4,265.9,26333808
2021-04-23,35607,266.5,258.31,258.22,273.15,21958474
2021-04-26,72,269.92,271.44,269.36,271.44,20202341
2021-04-27,38681,263.29,264.441,263.29,274.95,31254634
2021-05-03,103087,262.05,259.4,258.08,262.05,20426259
2021-05-12,23614,241.0,249.259,241.0,256.58,37115575
2021-05-17,23136,250.01,251.59,247.62,251.59,25214875
2021-05-18,20271,251.95,253.51,248.5,253.51,21066078
2021-05-19,7491,253.96,248.02,245.7,253.96,26128170
2021-05-24,10725,252.56,250.772,250.772,255.89,21561824
2021-05-26,2240,256.34,259.01,250.82,259.7,18514409
2021-05-28,29,256.43,263.355,256.43,263.355,18967211
2021-06-01,4646,247.9,259.73,247.9,259.73,23711608
2021-06-02,90,252.5,257.733,251.25,257.733,19725523
2021-06-03,10153,256.2,255.31,247.0,256.2,25391026
2021-06-04,5150,252.52,254.86,247.81,262.94,26218253
2021-06-07,27046,265.39,255.38,252.88,266.68,23195816
2021-06-08,300,261.95,266.77,253.11,266.77,23486165
2021-06-09,24,260.6,266.12,256.43,266.12,17988594
2021-06-10,4000,261.48,262.54,261.48,262.54,24915927
2021-06-11,137,261.97,267.526,261.13,270.4659,19433049
2021-06-14,12968,267.09,262.1,262.1,267.25,19350415
2021-06-15,14675,262.11,269.002,261.46,269.002,18612908
2021-06-16,2327,269.26,261.2,261.18,272.74,27841286
2021-06-17,100,266.9,261.122,260.82,268.98,27932683
2021-06-22,9172,267.9,268.51,267.9,274.5,25134721
2021-06-23,7286,270.611,271.94,270.611,278.55,20466966
2021-06-24,801,267.35,269.6,267.35,279.61,22003905
2021-06-28,282,279.51,266.592,266.592,279.51,19686618
2021-06-30,2000,284.2,283.13,272.4317,284.2336,21825476
2021-07-02,596,280.29,284.79,280.29,284.79,27794282
2021-07-06,296,284.01,281.07,276.6,284.9839,32053902
2021-07-07,12164,290.21,293.1,287.93,293.1,24206916
2021-07-08,53536,285.96,287.3,279.86,287.3,24972140
2021-07-09,1440,285.08,283.81,276.94,285.58,25106472
2021-07-12,10,280.33,281.197,278.15,285.13,19797192
2021-07-13,1246,281.4,283.28,281.4,296.3927,26185111
2021-07-15,10923,293.49,290.0,290.0,293.49,22864373
2021-07-16,63,293.78,282.36,282.36,293.78,26952669
2021-07-20,371272,287.54,282.28,282.28,288.54,27569365
2021-07-21,1589,289.0,290.544,279.59,292.91,25501163
2021-07-22,20919,295.82,284.13,284.13,295.82,24531981
2021-07-27,7281,295.6,290.53,290.53,296.9,33882552
2021-07-28,23037,290.55,293.65,290.55,299.77,33878669
2021-08-02,115,294.21,292.59,292.59,294.21,16528687
2021-08-05,146561,299.44,299.94,293.7,299.94,14267813
2021-08-09,125469,292.98,298.53,288.02,300.81,16181890
2021-08-10,2346,300.26,291.6,289.3,300.87,19404581
2021-08-11,169,300.92,299.72,291.04,300.92,14314478
2021-08-17,24200,297.22,295.35,295.35,303.94,20352477
2021-08-18,519,303.06,299.7,299.09,309.34,22750138
2021-08-19,21450,308.57,292.2441,292.2441,308.57,31317239
2021-08-24,1964,317.23,305.66,305.66,318.89,18218864
2021-08-30,246,309.66,304.464,303.53,309.66,16495130
2021-08-31,69,308.26,316.51,308.26,316.51,26773350
2021-09-08,900,300.57,310.83,300.57,310.83,15137178
2021-09-09,4494,309.9,303.82,303.82,314.76,20473270
2021-09-10,15835,303.8,305.946,297.57,312.87,20366369
